crop,state,year,month,season,modal_price,min_price,max_price
Bajra,Assam,2020,8,Kharif,1800,1550,2050
Bajra,Assam,2020,9,Kharif,2050,1850,2350
Bajra,Assam,2020,10,Kharif,1900,1700,2250
Bajra,Assam,2021,8,Kharif,2150,1850,2400
Bajra,Assam,2021,9,Kharif,2150,1950,2450
Bajra,Assam,2021,10,Kharif,1950,1700,2250
Bajra,Assam,2022,8,Kharif,2200,1950,2650
Bajra,Assam,2022,9,Kharif,2100,1800,2450
Bajra,Assam,2022,10,Kharif,2050,1850,2400
Bajra,Assam,2023,8,Kharif,2250,1950,2700
Bajra,Assam,2023,9,Kharif,2400,2050,2750
Bajra,Assam,2023,10,Kharif,2250,1950,2600
Bajra,Bihar,2020,8,Kharif,2000,1800,2250
Bajra,Bihar,2020,9,Kharif,1850,1600,2150
Bajra,Bihar,2020,10,Kharif,1900,1700,2300
Bajra,Bihar,2021,8,Kharif,2000,1800,2400
Bajra,Bihar,2021,9,Kharif,1950,1750,2250
Bajra,Bihar,2021,10,Kharif,1900,1700,2300
Bajra,Bihar,2022,8,Kharif,1950,1750,2250
Bajra,Bihar,2022,9,Kharif,2000,1700,2350
Bajra,Bihar,2022,10,Kharif,2200,2000,2450
Bajra,Bihar,2023,8,Kharif,2200,1950,2700
Bajra,Bihar,2023,9,Kharif,2250,1950,2500
Bajra,Bihar,2023,10,Kharif,2150,1850,2600
Bajra,Chhattisgarh,2020,8,Kharif,1850,1600,2100
Bajra,Chhattisgarh,2020,9,Kharif,1950,1800,2300
Bajra,Chhattisgarh,2020,10,Kharif,1850,1700,2200
Bajra,Chhattisgarh,2021,8,Kharif,1900,1700,2250
Bajra,Chhattisgarh,2021,9,Kharif,1950,1750,2250
Bajra,Chhattisgarh,2021,10,Kharif,1950,1800,2250
Bajra,Chhattisgarh,2022,8,Kharif,2200,2000,2550
Bajra,Chhattisgarh,2022,9,Kharif,2250,2100,2550
Bajra,Chhattisgarh,2022,10,Kharif,2000,1850,2400
Bajra,Chhattisgarh,2023,8,Kharif,2150,1850,2500
Bajra,Chhattisgarh,2023,9,Kharif,2400,2150,2800
Bajra,Chhattisgarh,2023,10,Kharif,2300,2000,2800
Bajra,Goa,2020,8,Kharif,2150,1950,2550
Bajra,Goa,2020,9,Kharif,2400,2150,2800
Bajra,Goa,2020,10,Kharif,2250,2050,2650
Bajra,Goa,2021,8,Kharif,2500,2200,3000
Bajra,Goa,2021,9,Kharif,2300,2050,2650
Bajra,Goa,2021,10,Kharif,2550,2300,3100
Bajra,Goa,2022,8,Kharif,2550,2200,3050
Bajra,Goa,2022,9,Kharif,2700,2500,3200
Bajra,Goa,2022,10,Kharif,2350,2050,2750
Bajra,Goa,2023,8,Kharif,2550,2350,2850
Bajra,Goa,2023,9,Kharif,2650,2400,3050
Bajra,Goa,2023,10,Kharif,2800,2500,3300
Bajra,Gujarat,2020,8,Kharif,2150,1850,2500
Bajra,Gujarat,2020,9,Kharif,1950,1750,2200
Bajra,Gujarat,2020,10,Kharif,2050,1850,2300
Bajra,Gujarat,2021,8,Kharif,2100,1850,2550
Bajra,Gujarat,2021,9,Kharif,2100,1900,2500
Bajra,Gujarat,2021,10,Kharif,2200,1900,2650
Bajra,Gujarat,2022,8,Kharif,2100,1800,2350
Bajra,Gujarat,2022,9,Kharif,2050,1750,2300
Bajra,Gujarat,2022,10,Kharif,2200,2000,2500
Bajra,Gujarat,2023,8,Kharif,2400,2150,2750
Bajra,Gujarat,2023,9,Kharif,2400,2200,2900
Bajra,Gujarat,2023,10,Kharif,2550,2350,2950
Bajra,Haryana,2020,8,Kharif,2050,1800,2400
Bajra,Haryana,2020,9,Kharif,2000,1800,2400
Bajra,Haryana,2020,10,Kharif,2050,1850,2350
Bajra,Haryana,2021,8,Kharif,2150,1950,2550
Bajra,Haryana,2021,9,Kharif,2250,2050,2600
Bajra,Haryana,2021,10,Kharif,2050,1850,2400
Bajra,Haryana,2022,8,Kharif,2400,2200,2800
Bajra,Haryana,2022,9,Kharif,2150,1950,2600
Bajra,Haryana,2022,10,Kharif,2150,2000,2550
Bajra,Haryana,2023,8,Kharif,2600,2350,2900
Bajra,Haryana,2023,9,Kharif,2400,2100,2900
Bajra,Haryana,2023,10,Kharif,2450,2100,2850
Bajra,Himachal Pradesh,2020,8,Kharif,2100,1800,2350
Bajra,Himachal Pradesh,2020,9,Kharif,2200,1900,2450
Bajra,Himachal Pradesh,2020,10,Kharif,2150,1850,2600
Bajra,Himachal Pradesh,2021,8,Kharif,2250,2000,2700
Bajra,Himachal Pradesh,2021,9,Kharif,2250,2050,2550
Bajra,Himachal Pradesh,2021,10,Kharif,2350,2050,2800
Bajra,Himachal Pradesh,2022,8,Kharif,2500,2250,2900
Bajra,Himachal Pradesh,2022,9,Kharif,2300,2000,2650
Bajra,Himachal Pradesh,2022,10,Kharif,2350,2050,2800
Bajra,Himachal Pradesh,2023,8,Kharif,2600,2250,3000
Bajra,Himachal Pradesh,2023,9,Kharif,2350,2050,2850
Bajra,Himachal Pradesh,2023,10,Kharif,2400,2200,2850
Bajra,Jammu & Kashmir,2020,8,Kharif,2350,2100,2800
Bajra,Jammu & Kashmir,2020,9,Kharif,2000,1800,2350
Bajra,Jammu & Kashmir,2020,10,Kharif,2050,1750,2400
Bajra,Jammu & Kashmir,2021,8,Kharif,2450,2200,2850
Bajra,Jammu & Kashmir,2021,9,Kharif,2250,2000,2500
Bajra,Jammu & Kashmir,2021,10,Kharif,2200,1950,2550
Bajra,Jammu & Kashmir,2022,8,Kharif,2400,2200,2750
Bajra,Jammu & Kashmir,2022,9,Kharif,2450,2100,2850
Bajra,Jammu & Kashmir,2022,10,Kharif,2400,2100,2800
Bajra,Jammu & Kashmir,2023,8,Kharif,2650,2300,3050
Bajra,Jammu & Kashmir,2023,9,Kharif,2600,2200,2950
Bajra,Jammu & Kashmir,2023,10,Kharif,2750,2350,3100
Bajra,Jharkhand,2020,8,Kharif,1900,1700,2300
Bajra,Jharkhand,2020,9,Kharif,1700,1550,1900
Bajra,Jharkhand,2020,10,Kharif,1850,1700,2100
Bajra,Jharkhand,2021,8,Kharif,1800,1650,2050
